Gene	PN	PP	Total
Pp1s10_369V6.1	2		2
Pp1s101_151V6.1	2		2
Pp1s101_28V6.1	2		2
Pp1s101_79V6.1	2		2
Pp1s102_133V6.1	2		2
Pp1s102_189V6.1		2	2
Pp1s102_32V6.2	2		2
Pp1s103_67V6.1	2		2
Pp1s107_189V6.1	2		2
Pp1s107_27V6.1	2		2
Pp1s109_97V6.1		2	2
Pp1s11_269V6.1	2		2
Pp1s11_333V6.1	2		2
Pp1s11_56V6.1	2		2
Pp1s110_124V6.1	2		2
Pp1s110_99V6.1	2		2
Pp1s111_37V6.1	2		2
Pp1s114_164V6.1	1	1	2
Pp1s114_55V6.1	2		2
Pp1s115_206V6.1	1	1	2
Pp1s115_82V6.1	2		2
Pp1s118_154V6.1		2	2
Pp1s119_54V6.1	2		2
Pp1s12_109V6.1	2		2
Pp1s12_143V6.1	2		2
Pp1s12_289V6.1	2		2
Pp1s12_317V6.1	1	1	2
Pp1s120_113V6.1	2		2
Pp1s120_28V6.1	2		2
Pp1s122_101V6.1	1	1	2
Pp1s123_105V6.1	2		2
Pp1s123_140V6.1	2		2
Pp1s126_126V6.1	2		2
Pp1s126_130V6.1	2		2
Pp1s126_52V6.1	2		2
Pp1s128_141V6.1	2		2
Pp1s13_236V6.1	2		2
Pp1s13_239V6.1	2		2
Pp1s131_191V6.1	2		2
Pp1s131_195V6.1	2		2
Pp1s136_224V6.1	2		2
Pp1s136_59V6.1	2		2
Pp1s136_80V6.1	2		2
Pp1s138_118V6.1	2		2
Pp1s139_10V6.1	2		2
Pp1s14_318V6.1	2		2
Pp1s140_12V6.1	1	1	2
Pp1s142_79V6.1		2	2
Pp1s144_24V6.1		2	2
Pp1s144_89V6.1	2		2
Pp1s145_117V6.1		2	2
Pp1s145_30V6.1	2		2
Pp1s145_46V6.1	2		2
Pp1s15_157V6.1	2		2
Pp1s15_391V6.1	2		2
Pp1s150_114V6.1	2		2
Pp1s152_111V6.1	2		2
Pp1s156_78V6.1	2		2
Pp1s158_153V6.1	1	1	2
Pp1s158_84V6.1	0	2	2
Pp1s16_250V6.1	2		2
Pp1s16_308V6.2	2		2
Pp1s16_360V6.1		2	2
Pp1s16_51V6.1		2	2
Pp1s161_119V6.1	2		2
Pp1s161_29V6.1	2		2
Pp1s161_5V6.1		2	2
Pp1s162_27V6.1	2		2
Pp1s163_59V6.1	2		2
Pp1s165_119V6.1	2		2
Pp1s167_149V6.1	2		2
Pp1s167_150V6.1	2		2
Pp1s168_28V6.1	2		2
Pp1s169_51V6.1	2		2
Pp1s17_207V6.1	2		2
Pp1s170_49V6.1	2		2
Pp1s171_107V6.1	2		2
Pp1s171_149V6.1	2		2
Pp1s171_59V6.1	2		2
Pp1s172_87V6.1	2		2
Pp1s175_135V6.1	2		2
Pp1s175_51V6.1	2		2
Pp1s178_58V6.1	2		2
Pp1s178_83V6.1	1	1	2
Pp1s18_199V6.1	2		2
Pp1s18_93V6.1	2		2
Pp1s182_90V6.1	2		2
Pp1s183_4V6.1	2		2
Pp1s187_77V6.1	2		2
Pp1s19_142V6.1		2	2
Pp1s19_316V6.1	1	1	2
Pp1s19_33V6.1	2		2
Pp1s190_76V6.1	2		2
Pp1s195_8V6.1	2		2
Pp1s196_53V6.1	0	2	2
Pp1s197_54V6.1	2		2
Pp1s197_80V6.1		2	2
Pp1s199_7V6.1	2		2
Pp1s199_83V6.1	2		2
Pp1s2_226V6.1	2		2
Pp1s2_589V6.1	2		2
Pp1s20_332V6.1	2		2
Pp1s20_86V6.1	2		2
Pp1s20_92V6.1	2		2
Pp1s201_31V6.1		2	2
Pp1s201_62V6.1	2		2
Pp1s201_7V6.1	2		2
Pp1s204_5V6.1		2	2
Pp1s207_105V6.1	2		2
Pp1s207_81V6.1	2		2
Pp1s209_135V6.1	2		2
Pp1s209_83V6.1	2		2
Pp1s21_311V6.1	2		2
Pp1s21_390V6.1	2		2
Pp1s212_57V6.1	2		2
Pp1s213_14V6.1	1	1	2
Pp1s214_79V6.1	2		2
Pp1s215_109V6.2	1	1	2
Pp1s215_12V6.1	2		2
Pp1s216_49V6.1	2		2
Pp1s218_133V6.1	2		2
Pp1s219_50V6.1	2		2
Pp1s219_67V6.1	1	1	2
Pp1s22_155V6.1	2		2
Pp1s22_18V6.1	2		2
Pp1s22_206V6.1	0	2	2
Pp1s22_222V6.1	2		2
Pp1s221_58V6.1	2		2
Pp1s221_75V6.1	2		2
Pp1s222_108V6.1		2	2
Pp1s224_36V6.1	1	1	2
Pp1s226_56V6.1	2		2
Pp1s227_10V6.1	2		2
Pp1s229_21V6.1	2		2
Pp1s23_193V6.1	2		2
Pp1s23_225V6.1	2		2
Pp1s23_324V6.1		2	2
Pp1s23_342V6.1		2	2
Pp1s230_8V6.1	2		2
Pp1s232_62V6.1	2		2
Pp1s235_137V6.1	2		2
Pp1s236_45V6.1		2	2
Pp1s238_21V6.1	2		2
Pp1s238_46V6.1	2		2
Pp1s24_126V6.1	2		2
Pp1s242_11V6.1	2		2
Pp1s244_85V6.1		2	2
Pp1s245_17V6.1	2		2
Pp1s245_32V6.1		2	2
Pp1s246_126V6.1	2		2
Pp1s246_8V6.1	2		2
Pp1s249_65V6.1	2		2
Pp1s25_348V6.1	1	1	2
Pp1s25_71V6.1	1	1	2
Pp1s251_17V6.1	2		2
Pp1s252_26V6.1	2		2
Pp1s253_8V6.1		2	2
Pp1s256_37V6.1	0	2	2
Pp1s256_38V6.1	1	1	2
Pp1s256_72V6.1	1	1	2
Pp1s257_28V6.1	2		2
Pp1s267_16V6.1	2		2
Pp1s27_171V6.1	2		2
Pp1s270_75V6.1	2		2
Pp1s273_14V6.1	2		2
Pp1s274_75V6.2	2		2
Pp1s28_196V6.1	2		2
Pp1s28_214V6.1	1	1	2
Pp1s28_306V6.1	2		2
Pp1s28_378V6.1	2		2
Pp1s282_15V6.1	2		2
Pp1s283_76V6.1	2		2
Pp1s286_37V6.1		2	2
Pp1s287_31V6.1		2	2
Pp1s287_63V6.1	2		2
Pp1s29_152V6.1	2		2
Pp1s29_209V6.1	1	1	2
Pp1s291_28V6.1	1	1	2
Pp1s297_4V6.1		2	2
Pp1s298_26V6.1	2		2
Pp1s298_60V6.1	2		2
Pp1s3_208V6.1	1	1	2
Pp1s3_614V6.1		2	2
Pp1s30_228V6.1	2		2
Pp1s30_37V6.1	2		2
Pp1s30_41V6.1	2		2
Pp1s300_44V6.1	2		2
Pp1s303_47V6.1	2		2
Pp1s309_36V6.1	2		2
Pp1s31_282V6.1	2		2
Pp1s31_2V6.1	2		2
Pp1s31_53V6.1	1	1	2
Pp1s311_15V6.1	2		2
Pp1s316_61V6.1	2		2
Pp1s32_202V6.1	2		2
Pp1s322_14V6.1	2		2
Pp1s322_37V6.1	2		2
Pp1s323_19V6.1	2		2
Pp1s33_129V6.1	2		2
Pp1s33_44V6.1	2		2
Pp1s33_98V6.1	1	1	2
Pp1s336_25V6.1	2		2
Pp1s336_43V6.1	2		2
Pp1s338_11V6.1	2		2
Pp1s34_240V6.1	2		2
Pp1s342_20V6.1		2	2
Pp1s343_46V6.1	2		2
Pp1s347_9V6.1	1	1	2
Pp1s35_247V6.2	2		2
Pp1s35_259V6.1	2		2
Pp1s35_305V6.1	2		2
Pp1s350_23V6.2	2		2
Pp1s355_18V6.1	2		2
Pp1s36_114V6.1		2	2
Pp1s36_207V6.1	1	1	2
Pp1s36_263V6.1	2		2
Pp1s36_334V6.1	2		2
Pp1s36_55V6.1	2		2
Pp1s362_29V6.1	2		2
Pp1s363_21V6.1	2		2
Pp1s37_13V6.1	2		2
Pp1s37_31V6.1	2		2
Pp1s37_341V6.1	2		2
Pp1s372_57V6.1	2		2
Pp1s375_27V6.1		2	2
Pp1s38_7V6.1		2	2
Pp1s382_29V6.1	0	2	2
Pp1s382_2V6.1	2		2
Pp1s382_36V6.1	2		2
Pp1s387_2V6.1		2	2
Pp1s387_32V6.1		2	2
Pp1s39_323V6.1	2		2
Pp1s39_326V6.1	2		2
Pp1s391_39V6.1	2		2
Pp1s403_16V6.1		2	2
Pp1s405_1V6.1	2		2
Pp1s41_310V6.1	1	1	2
Pp1s42_177V6.1	2		2
Pp1s42_224V6.1	2		2
Pp1s42_251V6.1	2		2
Pp1s42_261V6.1	1	1	2
Pp1s42_35V6.1	2		2
Pp1s426_19V6.1	2		2
Pp1s429_33V6.2	2	0	2
Pp1s43_126V6.1		2	2
Pp1s43_170V6.1	2		2
Pp1s43_199V6.1	2		2
Pp1s43_239V6.1	2		2
Pp1s433_15V6.1	2		2
Pp1s433_22V6.1	2		2
Pp1s438_26V6.1	2		2
Pp1s44_13V6.1	2		2
Pp1s44_320V6.1	2		2
Pp1s45_265V6.1	2		2
Pp1s45_280V6.1	2		2
Pp1s454_18V6.1	2		2
Pp1s46_234V6.1	0	2	2
Pp1s46_64V6.1	1	1	2
Pp1s465_25V6.1	2		2
Pp1s47_4V6.1	2		2
Pp1s47_89V6.1	2		2
Pp1s49_23V6.1	2		2
Pp1s490_20V6.1	2		2
Pp1s495_6V6.1	2		2
Pp1s5_381V6.1	2		2
Pp1s5_51V6.2	2		2
Pp1s50_23V6.1	2		2
Pp1s504_13V6.1	2	0	2
Pp1s507_6V6.1	2		2
Pp1s51_136V6.1	2		2
Pp1s51_46V6.1		2	2
Pp1s52_110V6.1		2	2
Pp1s52_245V6.1	2		2
Pp1s53_22V6.1	2		2
Pp1s532_5V6.1	1	1	2
Pp1s54_278V6.1	2		2
Pp1s54_299V6.1	2		2
Pp1s55_123V6.1	2		2
Pp1s58_281V6.1	2		2
Pp1s58_47V6.1	2		2
Pp1s59_161V6.1	2		2
Pp1s59_275V6.1	2		2
Pp1s59_317V6.1	2		2
Pp1s59_325V6.1	2		2
Pp1s59_81V6.1	2		2
Pp1s6_202V6.1	2		2
Pp1s6_369V6.1	2		2
Pp1s61_296V6.1	2		2
Pp1s626_4V6.1	2		2
Pp1s63_179V6.1	2		2
Pp1s64_52V6.1	1	1	2
Pp1s65_1V6.1	1	1	2
Pp1s65_6V6.1	1	1	2
Pp1s65_73V6.1	1	1	2
Pp1s66_223V6.1		2	2
Pp1s67_133V6.1	2		2
Pp1s67_222V6.1	2		2
Pp1s68_295V6.1	1	1	2
Pp1s7_102V6.1	2		2
Pp1s7_267V6.1	2		2
Pp1s71_354V6.1	1	1	2
Pp1s72_312V6.1	1	1	2
Pp1s73_48V6.1	2		2
Pp1s73_61V6.1	2		2
Pp1s74_122V6.1	2		2
Pp1s74_258V6.1	2		2
Pp1s75_251V6.1	2		2
Pp1s76_150V6.1	2		2
Pp1s77_158V6.1	2		2
Pp1s77_164V6.1	2		2
Pp1s77_54V6.2	2		2
Pp1s77_89V6.1	2		2
Pp1s8_120V6.1	1	1	2
Pp1s8_124V6.1	2		2
Pp1s8_209V6.1	2		2
Pp1s80_71V6.1	1	1	2
Pp1s81_46V6.1		2	2
Pp1s83_247V6.1	2		2
Pp1s83_248V6.1		2	2
Pp1s86_147V6.1	2		2
Pp1s86_212V6.1		2	2
Pp1s87_110V6.1	2		2
Pp1s87_63V6.1		2	2
Pp1s88_98V6.1	2		2
Pp1s89_262V6.1	2		2
Pp1s9_410V6.1	2		2
Pp1s9_440V6.1	2		2
Pp1s9_476V6.1	2		2
Pp1s90_160V6.1	2		2
Pp1s90_28V6.1	1	1	2
Pp1s90_96V6.1	2		2
Pp1s91_116V6.2	2		2
Pp1s91_37V6.1	2		2
Pp1s92_47V6.1	2		2
Pp1s93_182V6.1	2		2
Pp1s93_73V6.1	2		2
Pp1s94_163V6.1	2		2
Pp1s96_127V6.1		2	2
Pp1s97_286V6.1		2	2
Pp1s98_34V6.1	1	1	2
REV_Pp1s1_786V6.1	2		2
REV_Pp1s112_113V6.1	1	1	2
REV_Pp1s136_10V6.1	1	1	2
REV_Pp1s15_270V6.1	1	1	2
REV_Pp1s156_45V6.1		2	2
REV_Pp1s193_76V6.1	2		2
REV_Pp1s201_82V6.1	1	1	2
REV_Pp1s2135_1V6.1	2		2
REV_Pp1s270_54V6.2		2	2
REV_Pp1s287_17V6.1	1	1	2
REV_Pp1s309_76V6.1	0	2	2
REV_Pp1s33_98V6.1	2		2
REV_Pp1s39_120V6.1		2	2
REV_Pp1s9_51V6.1	2		2
REV_Pp1s96_61V6.1	2		2
REV_tr|A9SRG9|A9SRG9_PHYPA	1	1	2
REV_tr|A9SUI1|A9SUI1_PHYPA	0	2	2
REV_tr|A9T6B4|A9T6B4_PHYPA		2	2
REV_tr|A9T9Q5|A9T9Q5_PHYPA	1	1	2
sp|Q6YXQ1|NU4LC_PHYPA		2	2
sp|Q6YXQ4|RK32_PHYPA	1	1	2
tr|A9S4P2|A9S4P2_PHYPA	0	2	2
tr|A9SET6|A9SET6_PHYPA	2		2
tr|A9SGJ8|A9SGJ8_PHYPA		2	2
tr|A9SRW2|A9SRW2_PHYPA		2	2
tr|A9T8C4|A9T8C4_PHYPA	1	1	2
tr|A9TFR7|A9TFR7_PHYPA	1	1	2
tr|Q1XGD1|Q1XGD1_PHYPA	2		2
tr|Q6YXN0|Q6YXN0_PHYPA	2		2
Pp1s1_156V6.1	1		1
Pp1s1_158V6.1		1	1
Pp1s1_180V6.1		1	1
Pp1s1_222V6.1		1	1
Pp1s1_320V6.1	1		1
Pp1s1_348V6.1	1		1
Pp1s1_441V6.1	1		1
Pp1s1_59V6.1	1		1
Pp1s1_653V6.1	1		1
Pp1s1_696V6.1	1		1
Pp1s1_828V6.1		1	1
Pp1s10_103V6.1	1		1
Pp1s10_119V6.1		1	1
Pp1s10_129V6.1	1		1
Pp1s10_152V6.1	1		1
Pp1s10_176V6.1	1		1
Pp1s10_228V6.1	1		1
Pp1s10_243V6.1	1	0	1
Pp1s10_246V6.1	1		1
Pp1s10_254V6.1	1		1
Pp1s10_4V6.1	1		1
Pp1s10_51V6.1	1		1
Pp1s100_108V6.1	1		1
Pp1s100_236V6.1	1		1
Pp1s100_33V6.1	1		1
Pp1s100_44V6.1	1		1
Pp1s101_239V6.1	1		1
Pp1s101_245V6.1	1		1
Pp1s101_80V6.1	1		1
Pp1s101_95V6.1	1		1
Pp1s102_196V6.1	1		1
Pp1s103_117V6.2		1	1
Pp1s103_119V6.1	1		1
Pp1s103_62V6.1		1	1
Pp1s103_79V6.1		1	1
Pp1s103_94V6.1		1	1
Pp1s104_158V6.1	1		1
Pp1s104_16V6.1		1	1
Pp1s104_75V6.1	1		1
Pp1s105_137V6.1	1		1
Pp1s105_37V6.1	1		1
Pp1s106_48V6.1	1		1
Pp1s108_16V6.1	1		1
Pp1s108_182V6.1	1		1
Pp1s108_187V6.1	1		1
Pp1s109_145V6.1	1		1
Pp1s109_192V6.1	1		1
Pp1s109_205V6.1	1		1
Pp1s109_267V6.2	1		1
Pp1s11_260V6.1	1		1
Pp1s11_54V6.1	1		1
Pp1s11_60V6.1	1		1
Pp1s110_19V6.1	1		1
Pp1s111_160V6.1		1	1
Pp1s112_233V6.1	1		1
Pp1s113_185V6.1	1		1
Pp1s113_85V6.1	1		1
Pp1s114_129V6.1	1		1
Pp1s114_56V6.1	1		1
Pp1s114_83V6.1	1		1
Pp1s115_125V6.1	1		1
Pp1s115_188V6.1	1		1
Pp1s115_78V6.1	1		1
Pp1s116_123V6.1	1		1
Pp1s116_172V6.1	1		1
Pp1s117_152V6.1		1	1
Pp1s117_91V6.2	1		1
Pp1s117_96V6.1	1		1
Pp1s119_135V6.1	1		1
Pp1s12_118V6.1		1	1
Pp1s12_174V6.1	1		1
Pp1s12_202V6.1	1		1
Pp1s12_29V6.1	1		1
Pp1s12_320V6.1	1		1
Pp1s12_74V6.2	1		1
Pp1s121_25V6.1	1		1
Pp1s122_52V6.1	1		1
Pp1s122_6V6.1	1		1
Pp1s123_148V6.1	1		1
Pp1s124_70V6.1	1		1
Pp1s126_112V6.1	1		1
Pp1s126_198V6.1	1		1
Pp1s126_82V6.1		1	1
Pp1s126_91V6.1	0	1	1
Pp1s127_102V6.1	1		1
Pp1s127_123V6.2	1		1
Pp1s128_53V6.1	1		1
Pp1s129_202V6.1	1		1
Pp1s13_197V6.1	1		1
Pp1s13_374V6.1	1		1
Pp1s13_413V6.1	1		1
Pp1s130_196V6.1	1		1
Pp1s130_213V6.1	1		1
Pp1s130_248V6.2	1		1
Pp1s130_270V6.1	1		1
Pp1s130_99V6.1	1		1
Pp1s131_107V6.1	1		1
Pp1s131_16V6.1	1		1
Pp1s131_189V6.1	1		1
Pp1s131_18V6.1	1		1
Pp1s131_193V6.1	1		1
Pp1s134_113V6.1	1		1
Pp1s134_168V6.1		1	1
Pp1s135_115V6.1	1		1
Pp1s136_98V6.1	1		1
Pp1s137_209V6.1	1		1
Pp1s137_233V6.1		1	1
Pp1s137_47V6.1	0	1	1
Pp1s138_131V6.1	1		1
Pp1s138_150V6.1	1		1
Pp1s139_28V6.1	1		1
Pp1s139_9V6.1	1		1
Pp1s14_131V6.1	1		1
Pp1s14_250V6.1	1		1
Pp1s14_251V6.1	1		1
Pp1s14_264V6.1		1	1
Pp1s14_82V6.1	1		1
Pp1s140_59V6.1	1		1
Pp1s140_63V6.1	1		1
Pp1s141_56V6.1	1	0	1
Pp1s142_94V6.1		1	1
Pp1s145_162V6.1	1		1
Pp1s145_88V6.1	1		1
Pp1s146_82V6.1	1		1
Pp1s149_51V6.2		1	1
Pp1s15_112V6.1	1		1
Pp1s15_130V6.1	1		1
Pp1s15_298V6.2	1		1
Pp1s15_355V6.1	1		1
Pp1s150_125V6.2	1		1
Pp1s150_13V6.1	1		1
Pp1s150_17V6.1	1		1
Pp1s150_57V6.1	1		1
Pp1s152_119V6.1	1		1
Pp1s152_141V6.1	1		1
Pp1s153_133V6.1	1		1
Pp1s155_107V6.1	1		1
Pp1s156_133V6.1	1		1
Pp1s156_89V6.1	1		1
Pp1s159_5V6.1	1		1
Pp1s16_116V6.1	1		1
Pp1s16_248V6.1		1	1
Pp1s16_305V6.1	1		1
Pp1s16_315V6.1	1		1
Pp1s16_329V6.1	1		1
Pp1s16_349V6.1		1	1
Pp1s16_359V6.1	1		1
Pp1s161_13V6.1	1		1
Pp1s162_108V6.1	1		1
Pp1s162_167V6.1	1		1
Pp1s162_9V6.1	1		1
Pp1s164_98V6.1	1		1
Pp1s165_106V6.1	1		1
Pp1s165_38V6.1	1		1
Pp1s165_40V6.1	1		1
Pp1s165_66V6.1	1		1
Pp1s166_99V6.1	1		1
Pp1s167_142V6.1		1	1
Pp1s167_21V6.1	1		1
Pp1s167_76V6.1	1		1
Pp1s168_27V6.1	1		1
Pp1s168_44V6.1	1		1
Pp1s169_172V6.1	1		1
Pp1s17_213V6.1	1		1
Pp1s17_278V6.1	1		1
Pp1s17_306V6.1	1		1
Pp1s17_307V6.2	1		1
Pp1s171_143V6.1	1		1
Pp1s171_56V6.1	1		1
Pp1s173_102V6.1		1	1
Pp1s174_123V6.1	1		1
Pp1s177_28V6.1	1		1
Pp1s179_15V6.1	1		1
Pp1s18_223V6.1		1	1
Pp1s18_322V6.1	1		1
Pp1s18_52V6.1		1	1
Pp1s18_59V6.1	1		1
Pp1s180_116V6.1	1		1
Pp1s181_37V6.1	1		1
Pp1s182_83V6.1	1		1
Pp1s183_39V6.1	1		1
Pp1s183_67V6.1	1		1
Pp1s185_2V6.1	1		1
Pp1s188_92V6.1	1		1
Pp1s19_254V6.1	1		1
Pp1s190_72V6.1		1	1
Pp1s193_68V6.1	1		1
Pp1s194_101V6.1	1		1
Pp1s195_27V6.1	1		1
Pp1s195_72V6.1	1		1
Pp1s196_63V6.1	1		1
Pp1s197_115V6.1	1		1
Pp1s197_67V6.1		1	1
Pp1s198_54V6.1	1		1
Pp1s198_76V6.1	1		1
Pp1s2_33V6.1		1	1
Pp1s2_40V6.1	1		1
Pp1s2_614V6.1	1		1
Pp1s2_649V6.1	1		1
Pp1s20_116V6.1	1		1
Pp1s20_57V6.1	1		1
Pp1s200_18V6.1	1	0	1
Pp1s201_26V6.1	0	1	1
Pp1s204_102V6.1	1		1
Pp1s206_101V6.1	1		1
Pp1s206_16V6.1		1	1
Pp1s206_45V6.1	1		1
Pp1s207_6V6.1	1		1
Pp1s209_107V6.1	1		1
Pp1s209_111V6.1	1		1
Pp1s21_136V6.1	1		1
Pp1s21_222V6.1	1		1
Pp1s21_318V6.1	1		1
Pp1s21_417V6.1	1		1
Pp1s210_40V6.1		1	1
Pp1s211_70V6.1		1	1
Pp1s212_50V6.1	1		1
Pp1s213_68V6.1	1		1
Pp1s214_37V6.1	1		1
Pp1s215_60V6.1	1		1
Pp1s217_11V6.1	1		1
Pp1s217_43V6.1	1		1
Pp1s217_71V6.1	1		1
Pp1s218_51V6.1	1		1
Pp1s219_102V6.1	1		1
Pp1s219_6V6.1	1		1
Pp1s219_95V6.1	1		1
Pp1s22_212V6.1	1		1
Pp1s22_229V6.1	1		1
Pp1s22_268V6.1		1	1
Pp1s22_272V6.1	1		1
Pp1s22_311V6.1	1		1
Pp1s22_38V6.1		1	1
Pp1s220_60V6.1	1		1
Pp1s221_49V6.1	1		1
Pp1s224_47V6.1		1	1
Pp1s225_73V6.1	1		1
Pp1s229_16V6.1	1		1
Pp1s23_25V6.1	1		1
Pp1s23_32V6.1	1		1
Pp1s23_35V6.1	1		1
Pp1s23_51V6.1	1		1
Pp1s23_86V6.1	1		1
Pp1s230_71V6.1	1		1
Pp1s231_11V6.1	1	0	1
Pp1s232_82V6.1	1		1
Pp1s234_17V6.1	1		1
Pp1s235_81V6.1	1		1
Pp1s235_83V6.1	1		1
Pp1s235_92V6.1	1		1
Pp1s236_72V6.1	1		1
Pp1s24_129V6.1		1	1
Pp1s24_154V6.1	1		1
Pp1s24_158V6.1		1	1
Pp1s24_7V6.1		1	1
Pp1s240_23V6.1	1		1
Pp1s240_76V6.1	1		1
Pp1s241_58V6.1	1		1
Pp1s243_63V6.1	1		1
Pp1s244_74V6.1	1		1
Pp1s246_44V6.1	1		1
Pp1s246_78V6.1	1		1
Pp1s247_27V6.1	1		1
Pp1s248_62V6.1	1		1
Pp1s249_64V6.1		1	1
Pp1s25_30V6.1	1		1
Pp1s25_376V6.1	1		1
Pp1s254_10V6.1	1		1
Pp1s254_28V6.1		1	1
Pp1s254_31V6.1	1		1
Pp1s255_64V6.1	1		1
Pp1s257_105V6.1	1		1
Pp1s257_72V6.1	1		1
Pp1s257_73V6.1	1		1
Pp1s257_89V6.1	1		1
Pp1s258_57V6.1	1		1
Pp1s259_34V6.1	1		1
Pp1s259_69V6.1		1	1
Pp1s26_99V6.1	1		1
Pp1s262_54V6.1	1		1
Pp1s263_3V6.1	1		1
Pp1s265_32V6.1		1	1
Pp1s266_46V6.1	1		1
Pp1s266_52V6.1	1		1
Pp1s27_120V6.1	1		1
Pp1s27_218V6.1	1		1
Pp1s27_74V6.1	1		1
Pp1s270_27V6.1	1		1
Pp1s270_53V6.1	1		1
Pp1s270_61V6.1		1	1
Pp1s271_57V6.1	1		1
Pp1s272_13V6.1	1		1
Pp1s274_85V6.1	0	1	1
Pp1s276_23V6.2	1		1
Pp1s276_65V6.1	1		1
Pp1s276_76V6.1	1		1
Pp1s277_79V6.1	1		1
Pp1s279_38V6.1	1		1
Pp1s279_63V6.1	1		1
Pp1s28_112V6.1	1		1
Pp1s28_115V6.1	1		1
Pp1s280_49V6.1	1		1
Pp1s280_51V6.1	1		1
Pp1s281_26V6.1		1	1
Pp1s286_12V6.1		1	1
Pp1s288_13V6.1	1		1
Pp1s288_43V6.1	1		1
Pp1s29_101V6.1	1		1
Pp1s29_184V6.1		1	1
Pp1s29_248V6.1	1		1
Pp1s29_55V6.1	1		1
Pp1s29_62V6.1	1		1
Pp1s291_27V6.1		1	1
Pp1s291_39V6.1		1	1
Pp1s292_39V6.1	1		1
Pp1s293_5V6.1	1		1
Pp1s293_87V6.1	1		1
Pp1s296_11V6.2	1		1
Pp1s297_21V6.1	1		1
Pp1s3_182V6.1	1		1
Pp1s3_192V6.1	1		1
Pp1s3_48V6.1	0	1	1
Pp1s3_490V6.1	1	0	1
Pp1s3_646V6.1	1		1
Pp1s3_92V6.1	1		1
Pp1s30_127V6.1		1	1
Pp1s30_232V6.1	1		1
Pp1s30_303V6.1		1	1
Pp1s30_365V6.1	1		1
Pp1s30_44V6.1	1		1
Pp1s301_36V6.2	1		1
Pp1s301_53V6.1	1		1
Pp1s301_8V6.1	1		1
Pp1s303_23V6.1	1		1
Pp1s304_66V6.1	1		1
Pp1s304_9V6.1	1		1
Pp1s306_71V6.1	1		1
Pp1s307_72V6.1		1	1
Pp1s308_15V6.1	1		1
Pp1s309_26V6.1	1		1
Pp1s31_190V6.1	1		1
Pp1s31_338V6.1	1		1
Pp1s311_23V6.1	1		1
Pp1s314_2V6.1	1		1
Pp1s317_15V6.1	1		1
Pp1s32_177V6.1	1		1
Pp1s32_197V6.1	1		1
Pp1s32_349V6.1	1		1
Pp1s32_3V6.1	1		1
Pp1s324_20V6.1	1		1
Pp1s325_11V6.1	1		1
Pp1s326_24V6.1	1		1
Pp1s328_44V6.1	1		1
Pp1s328_56V6.1	1		1
Pp1s33_207V6.1	1		1
Pp1s33_211V6.1	1		1
Pp1s33_341V6.1	1		1
Pp1s33_59V6.1	1		1
Pp1s33_83V6.2	1		1
Pp1s332_23V6.1		1	1
Pp1s332_24V6.1	1		1
Pp1s332_29V6.1	1		1
Pp1s333_11V6.1		1	1
Pp1s333_20V6.1	1		1
Pp1s334_38V6.1	1		1
Pp1s335_61V6.1	1		1
Pp1s3350_1V6.1		1	1
Pp1s336_51V6.1	1		1
Pp1s338_12V6.1	1		1
Pp1s34_313V6.1		1	1
Pp1s34_68V6.1	1		1
Pp1s340_43V6.1		1	1
Pp1s341_72V6.1	1		1
Pp1s341_73V6.1		1	1
Pp1s342_16V6.1	1		1
Pp1s342_16V6.2	1		1
Pp1s344_14V6.1		1	1
Pp1s345_10V6.1	1		1
Pp1s347_22V6.1	1		1
Pp1s35_169V6.1	1		1
Pp1s35_255V6.1	1		1
Pp1s35_276V6.1	1		1
Pp1s35_285V6.1	1		1
Pp1s355_57V6.1	1		1
Pp1s356_8V6.1	1		1
Pp1s358_11V6.1	1		1
Pp1s358_19V6.1	1		1
Pp1s36_271V6.1	1		1
Pp1s36_296V6.1	1		1
Pp1s36_2V6.1	1		1
Pp1s36_39V6.1	1		1
Pp1s36_60V6.1	1		1
Pp1s36_98V6.1	1		1
Pp1s364_44V6.1	1		1
Pp1s364_56V6.1	1		1
Pp1s37_241V6.1	1		1
Pp1s37_39V6.1	1		1
Pp1s37_83V6.1		1	1
Pp1s370_15V6.1	1		1
Pp1s370_61V6.1	1		1
Pp1s373_1V6.1		1	1
Pp1s374_32V6.1	1		1
Pp1s374_50V6.1		1	1
Pp1s376_31V6.1	1		1
Pp1s378_21V6.1		1	1
Pp1s38_137V6.1	1		1
Pp1s38_240V6.1	1		1
Pp1s38_279V6.1	1		1
Pp1s38_353V6.1	1		1
Pp1s38_85V6.1		1	1
Pp1s38_95V6.1	1		1
Pp1s381_17V6.1	1	0	1
Pp1s381_4V6.1	1		1
Pp1s386_20V6.1	1		1
Pp1s39_251V6.1		1	1
Pp1s39_322V6.1	1		1
Pp1s39_357V6.1		1	1
Pp1s39_424V6.1	1		1
Pp1s391_5V6.1	1		1
Pp1s3931_3V6.1	0	1	1
Pp1s396_8V6.1	1		1
Pp1s398_21V6.1	1		1
Pp1s4_12V6.2	1		1
Pp1s4_432V6.1	1		1
Pp1s4_93V6.1	1		1
Pp1s40_191V6.1	1		1
Pp1s40_294V6.1		1	1
Pp1s40_68V6.1	1		1
Pp1s400_12V6.1	1		1
Pp1s400_21V6.1	1		1
Pp1s403_3V6.1	1		1
Pp1s403_53V6.1	1		1
Pp1s404_1V6.1	1		1
