accession	annotator_id	csid	date	value	source
Pp1s234_98V6.1	cosmoss		2009-06-30 12:46:09	ABCA5	cosmoss|V1.2-5_mapping_Phypa_145836
Pp1s215_23V6.1	cosmoss		2009-06-30 12:46:08	CHB1503	cosmoss|V1.2-5_mapping_Phypa_91783
Pp1s209_119V6.1	cosmoss		2009-06-30 12:46:07	ABCB23	cosmoss|V1.2-5_mapping_Phypa_91386
Pp1s211_67V6.1	cosmoss		2009-06-30 12:46:07	LAX1	cosmoss|V1.2-5_mapping_Phypa_144031
Pp1s182_56V6.1	cosmoss		2009-06-30 12:46:05	CLL3	cosmoss|V1.2-5_mapping_Phypa_141749
Pp1s173_54V6.1	cosmoss		2009-06-30 12:46:04	VTI1A2	cosmoss|V1.2-5_mapping_Phypa_140989
Pp1s166_101V6.1	cosmoss		2009-06-30 12:46:03	CHR1519	cosmoss|V1.2-5_mapping_Phypa_168107
Pp1s145_46V6.1	cosmoss		2009-06-30 12:46:01	HTA1509	cosmoss|V1.2-5_mapping_Phypa_138283
Pp1s133_103V6.1	cosmoss		2009-06-30 12:45:59	HFO1505	cosmoss|V1.2-5_mapping_Phypa_136891
Pp1s112_116V6.1	cosmoss		2009-06-30 12:45:57	ABCG14	cosmoss|V1.2-5_mapping_Phypa_215170
Pp1s81_131V6.1	cosmoss		2009-06-30 12:45:52	PRR2	cosmoss|V1.2-5_mapping_Phypa_165025
Pp1s81_131V6.2	cosmoss		2009-06-30 12:45:52	PRR2	cosmoss|V1.2-5_mapping_Phypa_165025
Pp1s81_131V6.3	cosmoss		2009-06-30 12:45:52	PRR2	cosmoss|V1.2-5_mapping_Phypa_165025
Pp1s54_107V6.1	cosmoss		2009-06-30 12:45:46	ABCD1	cosmoss|V1.2-5_mapping_Phypa_125471
Pp1s54_107V6.2	cosmoss		2009-06-30 12:45:46	ABCD1	cosmoss|V1.2-5_mapping_Phypa_125471
Pp1s54_107V6.3	cosmoss		2009-06-30 12:45:46	ABCD1	cosmoss|V1.2-5_mapping_Phypa_125471
Pp1s38_72V6.1	cosmoss		2009-06-30 12:45:42	ABCI11	cosmoss|V1.2-5_mapping_Phypa_121886
Pp1s28_282V6.1	cosmoss		2009-06-30 12:45:40	ABCB18	cosmoss|V1.2-5_mapping_Phypa_56126
Pp1s23_254V6.1	cosmoss		2009-06-30 12:45:39	GTB1502	cosmoss|V1.2-5_mapping_Phypa_118105
Pp1s23_255V6.1	cosmoss		2009-06-30 12:45:39	GTB1502	cosmoss|V1.2-5_mapping_Phypa_118105
Pp1s15_135V6.1	cosmoss		2009-06-30 12:45:36	ABCG27	cosmoss|V1.2-5_mapping_Phypa_116286
Pp1s11_231V6.1	cosmoss		2009-06-30 12:45:35	PRMT1505	cosmoss|V1.2-5_mapping_Phypa_114834
Pp1s1_696V6.1	cosmoss		2009-06-30 12:45:31	ARL5A2	cosmoss|V1.2-5_mapping_Phypa_110849
Pp1s518_10V6.1	cosmoss		2009-06-30 12:45:29	ABCC15	cosmoss|V1.2-5_mapping_Phypa_101994
Pp1s314_7V6.1	cosmoss		2009-06-30 12:45:25	MSCL5	cosmoss|V1.2-5_mapping_Phypa_150356
Pp1s288_13V6.1	cosmoss		2009-06-30 12:45:23	ABCI7	cosmoss|V1.2-5_mapping_Phypa_149024
Pp1s255_25V6.1	cosmoss		2009-06-30 12:45:21	HAF1502	cosmoss|V1.2-5_mapping_Phypa_94126
Pp1s223_3V6.1	cosmoss		2009-06-30 12:45:19	MSCL1	cosmoss|V1.2-5_mapping_Phypa_92273
Pp1s223_3V6.2	cosmoss		2009-06-30 12:45:19	MSCL1	cosmoss|V1.2-5_mapping_Phypa_92273
Pp1s218_72V6.1	cosmoss		2009-06-30 12:45:18	ABCA1	cosmoss|V1.2-5_mapping_Phypa_221752
Pp1s211_131V6.1	cosmoss		2009-06-30 12:45:17	TLP2B	cosmoss|V1.2-5_mapping_Phypa_194100
Pp1s211_131V6.2	cosmoss		2009-06-30 12:45:17	TLP2B	cosmoss|V1.2-5_mapping_Phypa_194100
Pp1s196_87V6.1	cosmoss		2009-06-30 12:45:16	TIRB2	cosmoss|V1.2-5_mapping_Phypa_193240
Pp1s194_72V6.1	cosmoss		2009-06-30 12:45:15	CRE2	cosmoss|V1.2-5_mapping_Phypa_142600
Pp1s178_145V6.1	cosmoss		2009-06-30 12:45:14	SNT1506	cosmoss|V1.2-5_mapping_Phypa_40393
Pp1s178_148V6.1	cosmoss		2009-06-30 12:45:14	SNT1506	cosmoss|V1.2-5_mapping_Phypa_40393
Pp1s180_68V6.1	cosmoss		2009-06-30 12:45:14	HDA1506	cosmoss|V1.2-5_mapping_Phypa_168537
Pp1s158_166V6.1	cosmoss		2009-06-30 12:45:12	WRKY19	cosmoss|V1.2-5_mapping_Phypa_139623
Pp1s118_112V6.1	cosmoss		2009-06-30 12:45:07	TAFV1501	cosmoss|V1.2-5_mapping_Phypa_215697
Pp1s118_112V6.2	cosmoss		2009-06-30 12:45:07	TAFV1501	cosmoss|V1.2-5_mapping_Phypa_215697
Pp1s98_232V6.1	cosmoss		2009-06-30 12:45:04	HTB1504	cosmoss|V1.2-5_mapping_Phypa_81884
Pp1s95_40V6.1	cosmoss		2009-06-30 12:45:03	HAF1501	cosmoss|V1.2-5_mapping_Phypa_165727
Pp1s68_120V6.1	cosmoss		2009-06-30 12:44:59	VAMP72B3	cosmoss|V1.2-5_mapping_Phypa_211184
Pp1s56_182V6.1	cosmoss		2009-06-30 12:44:56	EBP1503	cosmoss|V1.2-5_mapping_Phypa_47783
Pp1s47_46V6.1	cosmoss		2009-06-30 12:44:54	PATPA1501	cosmoss|V1.2-5_mapping_Phypa_105737
Pp1s47_46V6.2	cosmoss		2009-06-30 12:44:54	PATPA1501	cosmoss|V1.2-5_mapping_Phypa_105737
Pp1s47_46V6.3	cosmoss		2009-06-30 12:44:54	PATPA1501	cosmoss|V1.2-5_mapping_Phypa_105737
Pp1s48_141V6.1	cosmoss		2009-06-30 12:44:54	WRKY1	cosmoss|V1.2-5_mapping_Phypa_124219
Pp1s48_141V6.2	cosmoss		2009-06-30 12:44:54	WRKY1	cosmoss|V1.2-5_mapping_Phypa_124219
Pp1s36_329V6.1	cosmoss		2009-06-30 12:44:52	ABCD3	cosmoss|V1.2-5_mapping_Phypa_207071
Pp1s33_329V6.1	cosmoss		2009-06-30 12:44:51	CHR1512	cosmoss|V1.2-5_mapping_Phypa_120666
Pp1s24_221V6.1	cosmoss		2009-06-30 12:44:49	SDG1526	cosmoss|V1.2-5_mapping_Phypa_27014
Pp1s21_298V6.1	cosmoss		2009-06-30 12:44:48	RABA23	cosmoss|V1.2-5_mapping_Phypa_177105
Pp1s21_298V6.2	cosmoss		2009-06-30 12:44:48	RABA23	cosmoss|V1.2-5_mapping_Phypa_177105
Pp1s21_298V6.3	cosmoss		2009-06-30 12:44:48	RABA23	cosmoss|V1.2-5_mapping_Phypa_177105
Pp1s21_407V6.1	cosmoss		2009-06-30 12:44:48	LOX6	cosmoss|V1.2-5_mapping_Phypa_117739
Pp1s18_186V6.1	cosmoss		2009-06-30 12:44:47	PINB	cosmoss|V1.2-5_mapping_Phypa_117036
Pp1s15_137V6.1	cosmoss		2009-06-30 12:44:46	ABCG17	cosmoss|V1.2-5_mapping_Phypa_176017
Pp1s16_2V6.1	cosmoss		2009-06-30 12:44:46	TIRA2	cosmoss|V1.2-5_mapping_Phypa_104828
Pp1s18_59V6.1	cosmoss		2009-06-30 12:44:46	ABCI2	cosmoss|V1.2-5_mapping_Phypa_116997
Pp1s11_337V6.1	cosmoss		2009-06-30 12:44:45	EIN3B	cosmoss|V1.2-5_mapping_Phypa_114826
Pp1s2_539V6.1	cosmoss		2009-06-30 12:44:42	WRKY32	cosmoss|V1.2-5_mapping_Phypa_64403
Pp1s8519_1V6.1	cosmoss		2009-06-30 12:44:40	ABCB17	cosmoss|V1.2-5_mapping_Phypa_158315
Pp1s398_18V6.1	cosmoss		2009-06-30 12:44:37	RABG11	cosmoss|V1.2-5_mapping_Phypa_110619
Pp1s314_12V6.1	cosmoss		2009-06-30 12:44:34	MSCL4	cosmoss|V1.2-5_mapping_Phypa_150359
Pp1s317_7V6.1	cosmoss		2009-06-30 12:44:34	ABCG8	cosmoss|V1.2-5_mapping_Phypa_97018
Pp1s317_7V6.2	cosmoss		2009-06-30 12:44:34	ABCG8	cosmoss|V1.2-5_mapping_Phypa_97018
Pp1s325_68V6.1	cosmoss		2009-06-30 12:44:34	CCA1A	cosmoss|V1.2-5_mapping_Phypa_9003
Pp1s259_34V6.1	cosmoss		2009-06-30 12:44:31	RABF2A2	cosmoss|V1.2-5_mapping_Phypa_196247
Pp1s206_53V6.1	cosmoss		2009-06-30 12:44:27	MSCL3	cosmoss|V1.2-5_mapping_Phypa_193835
Pp1s206_53V6.2	cosmoss		2009-06-30 12:44:27	MSCL3	cosmoss|V1.2-5_mapping_Phypa_193835
Pp1s198_149V6.1	cosmoss		2009-06-30 12:44:26	PPTIM4	cosmoss|V1.2-5_mapping_Phypa_90569
Pp1s198_149V6.2	cosmoss		2009-06-30 12:44:26	PPTIM4	cosmoss|V1.2-5_mapping_Phypa_90569
Pp1s159_105V6.1	cosmoss		2009-06-30 12:44:24	WRKY18	cosmoss|V1.2-5_mapping_Phypa_139677
Pp1s96_141V6.1	cosmoss		2009-06-30 12:44:17	HAK4	cosmoss|V1.2-5_mapping_Phypa_106748
Pp1s84_259V6.1	cosmoss		2009-06-30 12:44:16	CHR1541	cosmoss|V1.2-5_mapping_Phypa_80235
Pp1s84_261V6.1	cosmoss		2009-06-30 12:44:16	CHR1541	cosmoss|V1.2-5_mapping_Phypa_80235
Pp1s65_100V6.1	cosmoss		2009-06-30 12:44:13	ABCG4	cosmoss|V1.2-5_mapping_Phypa_127566
Pp1s65_100V6.2	cosmoss		2009-06-30 12:44:13	ABCG4	cosmoss|V1.2-5_mapping_Phypa_127566
Pp1s47_44V6.1	cosmoss		2009-06-30 12:44:10	CHR1514	cosmoss|V1.2-5_mapping_Phypa_124089
Pp1s12_126V6.1	cosmoss		2009-06-30 12:44:01	PER1	cosmoss|V1.2-5_mapping_Phypa_202843
Pp1s12_93V6.1	cosmoss		2009-06-30 12:44:01	HTR1507	cosmoss|V1.2-5_mapping_Phypa_66758
Pp1s13_419V6.1	cosmoss		2009-06-30 12:44:01	PATPA1503	cosmoss|V1.2-5_mapping_Phypa_203204
Pp1s10_243V6.1	cosmoss		2009-06-30 12:44:00	RABA32	cosmoss|V1.2-5_mapping_Phypa_104615
Pp1s10_306V6.1	cosmoss		2009-06-30 12:44:00	EPL1501	cosmoss|V1.2-5_mapping_Phypa_202597
Pp1s7_429V6.1	cosmoss		2009-06-30 12:43:59	CKI2C	cosmoss|V1.2-5_mapping_Phypa_174575
Pp1s5_222V6.1	cosmoss		2009-06-30 12:43:58	NDPK2B	cosmoss|V1.2-5_mapping_Phypa_112996
Pp1s5_222V6.2	cosmoss		2009-06-30 12:43:58	NDPK2B	cosmoss|V1.2-5_mapping_Phypa_112996
Pp1s2_432V6.1	cosmoss		2009-06-30 12:43:57	MSCL13	cosmoss|V1.2-5_mapping_Phypa_111414
Pp1s3_209V6.1	cosmoss		2009-06-30 12:43:57	NFA1503	cosmoss|V1.2-5_mapping_Phypa_174052
Pp1s3_209V6.2	cosmoss		2009-06-30 12:43:57	NFA1503	cosmoss|V1.2-5_mapping_Phypa_174052
Pp1s465_25V6.1	cosmoss		2009-06-30 12:43:54	FTR1	cosmoss|V1.2-5_mapping_Phypa_227978
Pp1s465_25V6.2	cosmoss		2009-06-30 12:43:54	FTR1	cosmoss|V1.2-5_mapping_Phypa_227978
Pp1s495_14V6.1	cosmoss		2009-06-30 12:43:54	ABCF8	cosmoss|V1.2-5_mapping_Phypa_201003
Pp1s376_22V6.1	cosmoss		2009-06-30 12:43:51	HTA1506	cosmoss|V1.2-5_mapping_Phypa_226746
Pp1s348_29V6.1	cosmoss		2009-06-30 12:43:50	RABA53	cosmoss|V1.2-5_mapping_Phypa_199004
Pp1s309_91V6.1	cosmoss		2009-06-30 12:43:49	CPK7	cosmoss|V1.2-5_mapping_Phypa_171758
Pp1s277_20V6.1	cosmoss		2009-06-30 12:43:47	TLP2A	cosmoss|V1.2-5_mapping_Phypa_171144
Pp1s258_85V6.1	cosmoss		2009-06-30 12:43:46	RANA2	cosmoss|V1.2-5_mapping_Phypa_223449
Pp1s201_41V6.1	cosmoss		2009-06-30 12:43:42	ARFA15	cosmoss|V1.2-5_mapping_Phypa_107867
Pp1s201_41V6.2	cosmoss		2009-06-30 12:43:42	ARFA15	cosmoss|V1.2-5_mapping_Phypa_107867
Pp1s201_41V6.3	cosmoss		2009-06-30 12:43:42	ARFA15	cosmoss|V1.2-5_mapping_Phypa_107867
Pp1s171_11V6.1	cosmoss		2009-06-30 12:43:39	EBP1505	cosmoss|V1.2-5_mapping_Phypa_59496
Pp1s165_12V6.1	cosmoss		2009-06-30 12:43:38	NDPK1	cosmoss|V1.2-5_mapping_Phypa_191609
Pp1s165_12V6.2	cosmoss		2009-06-30 12:43:38	NDPK1	cosmoss|V1.2-5_mapping_Phypa_191609
Pp1s148_42V6.1	cosmoss		2009-06-30 12:43:36	BRD1504	cosmoss|V1.2-5_mapping_Phypa_167500
Pp1s121_69V6.1	cosmoss		2009-06-30 12:43:33	ERL1C	cosmoss|V1.2-5_mapping_Phypa_135585
Pp1s123_125V6.1	cosmoss		2009-06-30 12:43:33	CHR1527	cosmoss|V1.2-5_mapping_Phypa_216086
Pp1s100_134V6.1	cosmoss		2009-06-30 12:43:30	LAX5	cosmoss|V1.2-5_mapping_Phypa_132989
Pp1s74_25V6.1	cosmoss		2009-06-30 12:43:27	NDPK4	cosmoss|V1.2-5_mapping_Phypa_78741
Pp1s63_27V6.1	cosmoss		2009-06-30 12:43:25	ABCG9	cosmoss|V1.2-5_mapping_Phypa_11555
Pp1s55_112V6.1	cosmoss		2009-06-30 12:43:23	HTA1511	cosmoss|V1.2-5_mapping_Phypa_182189
Pp1s47_298V6.1	cosmoss		2009-06-30 12:43:22	ARFB22	cosmoss|V1.2-5_mapping_Phypa_181267
Pp1s44_156V6.1	cosmoss		2009-06-30 12:43:21	BRAT1502	cosmoss|V1.2-5_mapping_Phypa_123454
Pp1s28_230V6.1	cosmoss		2009-06-30 12:43:17	SWRCA1501	cosmoss|V1.2-5_mapping_Phypa_119332
Pp1s28_230V6.2	cosmoss		2009-06-30 12:43:17	SWRCA1501	cosmoss|V1.2-5_mapping_Phypa_119332
Pp1s28_230V6.3	cosmoss		2009-06-30 12:43:17	SWRCA1501	cosmoss|V1.2-5_mapping_Phypa_119332
Pp1s23_249V6.1	cosmoss		2009-06-30 12:43:16	VEF1502	cosmoss|V1.2-5_mapping_Phypa_160571
Pp1s23_251V6.1	cosmoss		2009-06-30 12:43:16	VEF1502	cosmoss|V1.2-5_mapping_Phypa_160571
Pp1s14_240V6.1	cosmoss		2009-06-30 12:43:13	PAFE1501	cosmoss|V1.2-5_mapping_Phypa_203372
Pp1s14_240V6.2	cosmoss		2009-06-30 12:43:13	PAFE1501	cosmoss|V1.2-5_mapping_Phypa_203372
Pp1s10_107V6.1	cosmoss		2009-06-30 12:43:12	HMTA1502	cosmoss|V1.2-5_mapping_Phypa_66302
Pp1s11_241V6.1	cosmoss		2009-06-30 12:43:12	WRKY33	cosmoss|V1.2-5_mapping_Phypa_114886
Pp1s540_4V6.1	cosmoss		2009-06-30 12:43:06	ABCC12	cosmoss|V1.2-5_mapping_Phypa_61991
Pp1s419_8V6.1	cosmoss		2009-06-30 12:43:05	LOX8B	cosmoss|V1.2-5_mapping_Phypa_227446
Pp1s353_18V6.1	cosmoss		2009-06-30 12:43:03	ERL1A	cosmoss|V1.2-5_mapping_Phypa_152090
Pp1s235_150V6.1	cosmoss		2009-06-30 12:42:57	ARP1510	cosmoss|V1.2-5_mapping_Phypa_60323
Pp1s246_34V6.1	cosmoss		2009-06-30 12:42:57	GTF1502.1	cosmoss|V1.2-5_mapping_Phypa_222968
Pp1s246_34V6.2	cosmoss		2009-06-30 12:42:57	GTF1502.1	cosmoss|V1.2-5_mapping_Phypa_222968
Pp1s246_89V6.1	cosmoss		2009-06-30 12:42:57	WRKY10	cosmoss|V1.2-5_mapping_Phypa_9656
Pp1s224_44V6.1	cosmoss		2009-06-30 12:42:56	CSLC6	cosmoss|V1.2-5_mapping_Phypa_222021
Pp1s212_3V6.1	cosmoss		2009-06-30 12:42:55	CLL6	cosmoss|V1.2-5_mapping_Phypa_194115
Pp1s197_4V6.1	cosmoss		2009-06-30 12:42:53	HFO1502	cosmoss|V1.2-5_mapping_Phypa_169022
Pp1s198_152V6.1	cosmoss		2009-06-30 12:42:53	ABCG7	cosmoss|V1.2-5_mapping_Phypa_59855
Pp1s198_152V6.2	cosmoss		2009-06-30 12:42:53	ABCG7	cosmoss|V1.2-5_mapping_Phypa_59855
Pp1s178_112V6.1	cosmoss		2009-06-30 12:42:52	RDR1501	cosmoss|V1.2-5_mapping_Phypa_219654
Pp1s180_26V6.1	cosmoss		2009-06-30 12:42:52	ABCG21	cosmoss|V1.2-5_mapping_Phypa_192434
Pp1s164_30V6.1	cosmoss		2009-06-30 12:42:50	HFO1507	cosmoss|V1.2-5_mapping_Phypa_88010
Pp1s140_87V6.1	cosmoss		2009-06-30 12:42:48	WRKY3	cosmoss|V1.2-5_mapping_Phypa_137776
Pp1s101_171V6.1	cosmoss		2009-06-30 12:42:44	PLC3	cosmoss|V1.2-5_mapping_Phypa_133245
Pp1s101_171V6.2	cosmoss		2009-06-30 12:42:44	PLC3	cosmoss|V1.2-5_mapping_Phypa_133245
Pp1s103_13V6.1	cosmoss		2009-06-30 12:42:44	ARL8A2	cosmoss|V1.2-5_mapping_Phypa_187270
Pp1s98_68V6.1	cosmoss		2009-06-30 12:42:43	SYP12A3	cosmoss|V1.2-5_mapping_Phypa_186818
Pp1s81_182V6.1	cosmoss		2009-06-30 12:42:41	SDG1511	cosmoss|V1.2-5_mapping_Phypa_130275
Pp1s83_8V6.1	cosmoss		2009-06-30 12:42:41	CPK20	cosmoss|V1.2-5_mapping_Phypa_130600
Pp1s68_46V6.1	cosmoss		2009-06-30 12:42:39	CLL4A	cosmoss|V1.2-5_mapping_Phypa_211131
Pp1s63_130V6.1	cosmoss		2009-06-30 12:42:38	CLL4B	cosmoss|V1.2-5_mapping_Phypa_77195
Pp1s63_16V6.1	cosmoss		2009-06-30 12:42:38	ERL2A	cosmoss|V1.2-5_mapping_Phypa_127156
Pp1s53_24V6.1	cosmoss		2009-06-30 12:42:35	ARID1501	cosmoss|V1.2-5_mapping_Phypa_125197
Pp1s46_176V6.1	cosmoss		2009-06-30 12:42:34	YDG1502	cosmoss|V1.2-5_mapping_Phypa_123665
Pp1s46_176V6.2	cosmoss		2009-06-30 12:42:34	YDG1502	cosmoss|V1.2-5_mapping_Phypa_123665
Pp1s46_176V6.3	cosmoss		2009-06-30 12:42:34	YDG1502	cosmoss|V1.2-5_mapping_Phypa_123665
Pp1s47_217V6.1	cosmoss		2009-06-30 12:42:34	HO1B	cosmoss|V1.2-5_mapping_Phypa_181226
Pp1s28_212V6.1	cosmoss		2009-06-30 12:42:29	RAB23L	cosmoss|V1.2-5_mapping_Phypa_160971
Pp1s19_291V6.1	cosmoss		2009-06-30 12:42:28	ERL1B	cosmoss|V1.2-5_mapping_Phypa_55789
Pp1s452_20V6.1	cosmoss		2009-06-30 12:42:20	CHR1545	cosmoss|V1.2-5_mapping_Phypa_30018
Pp1s429_32V6.1	cosmoss		2009-06-30 12:42:19	PRMT1503	cosmoss|V1.2-5_mapping_Phypa_154547
Pp1s342_32V6.1	cosmoss		2009-06-30 12:42:17	HFO1512	cosmoss|V1.2-5_mapping_Phypa_151687
Pp1s315_25V6.1	cosmoss		2009-06-30 12:42:16	ARL3	cosmoss|V1.2-5_mapping_Phypa_225335
Pp1s293_34V6.1	cosmoss		2009-06-30 12:42:15	CHR1525	cosmoss|V1.2-5_mapping_Phypa_108610
Pp1s269_48V6.1	cosmoss		2009-06-30 12:42:14	HFO1504	cosmoss|V1.2-5_mapping_Phypa_147924
Pp1s272_33V6.1	cosmoss		2009-06-30 12:42:14	SRT1501	cosmoss|V1.2-5_mapping_Phypa_148151
Pp1s280_39V6.1	cosmoss		2009-06-30 12:42:14	ABCG23	cosmoss|V1.2-5_mapping_Phypa_171206
Pp1s280_39V6.2	cosmoss		2009-06-30 12:42:14	ABCG23	cosmoss|V1.2-5_mapping_Phypa_171206
Pp1s219_44V6.1	cosmoss		2009-06-30 12:42:10	HTA1502	cosmoss|V1.2-5_mapping_Phypa_144787
Pp1s206_25V6.1	cosmoss		2009-06-30 12:42:09	NFC1502	cosmoss|V1.2-5_mapping_Phypa_91106
Pp1s206_25V6.2	cosmoss		2009-06-30 12:42:09	NFC1502	cosmoss|V1.2-5_mapping_Phypa_91106
Pp1s208_96V6.1	cosmoss		2009-06-30 12:42:09	SDG1508	cosmoss|V1.2-5_mapping_Phypa_91273
Pp1s197_19V6.1	cosmoss		2009-06-30 12:42:08	CHR1524	cosmoss|V1.2-5_mapping_Phypa_107791
Pp1s164_20V6.1	cosmoss		2009-06-30 12:42:06	HTR1509	cosmoss|V1.2-5_mapping_Phypa_59391
Pp1s158_74V6.1	cosmoss		2009-06-30 12:42:05	HAM1503	cosmoss|V1.2-5_mapping_Phypa_87490
Pp1s138_79V6.1	cosmoss		2009-06-30 12:42:03	CPK17	cosmoss|V1.2-5_mapping_Phypa_189881
Pp1s118_70V6.1	cosmoss		2009-06-30 12:42:00	HAK2	cosmoss|V1.2-5_mapping_Phypa_215671
Pp1s98_237V6.1	cosmoss		2009-06-30 12:41:57	HTB1502	cosmoss|V1.2-5_mapping_Phypa_214250
Pp1s84_81V6.1	cosmoss		2009-06-30 12:41:54	VTI1A4	cosmoss|V1.2-5_mapping_Phypa_130823
Pp1s56_226V6.1	cosmoss		2009-06-30 12:41:50	HTB1506	cosmoss|V1.2-5_mapping_Phypa_209799
Pp1s50_141V6.1	cosmoss		2009-06-30 12:41:49	CRE1	cosmoss|V1.2-5_mapping_Phypa_181547
Pp1s46_276V6.1	cosmoss		2009-06-30 12:41:48	PAFD1501	cosmoss|V1.2-5_mapping_Phypa_162718
Pp1s47_251V6.1	cosmoss		2009-06-30 12:41:48	WRKY13	cosmoss|V1.2-5_mapping_Phypa_29874
Pp1s39_212V6.1	cosmoss		2009-06-30 12:41:46	WRKY26	cosmoss|V1.2-5_mapping_Phypa_29585
Pp1s27_191V6.1	cosmoss		2009-06-30 12:41:43	SWDB1502	cosmoss|V1.2-5_mapping_Phypa_118964
Pp1s28_112V6.1	cosmoss		2009-06-30 12:41:43	ARFB1A1	cosmoss|V1.2-5_mapping_Phypa_205503
Pp1s28_112V6.2	cosmoss		2009-06-30 12:41:43	ARFB1A1	cosmoss|V1.2-5_mapping_Phypa_205503
Pp1s25_331V6.1	cosmoss		2009-06-30 12:41:42	GLP1	cosmoss|V1.2-5_mapping_Phypa_118478
Pp1s18_300V6.1	cosmoss		2009-06-30 12:41:40	CALS3	cosmoss|V1.2-5_mapping_Phypa_117054
Pp1s18_300V6.2	cosmoss		2009-06-30 12:41:40	CALS3	cosmoss|V1.2-5_mapping_Phypa_117054
Pp1s15_115V6.1	cosmoss		2009-06-30 12:41:39	CSLC5	cosmoss|V1.2-5_mapping_Phypa_67528
Pp1s6_343V6.1	cosmoss		2009-06-30 12:41:36	MSCL16	cosmoss|V1.2-5_mapping_Phypa_113379
Pp1s7_13V6.1	cosmoss		2009-06-30 12:41:36	WRKY8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_13V6.2	cosmoss		2009-06-30 12:41:36	WRKY8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_13V6.3	cosmoss		2009-06-30 12:41:36	WRKY8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s7_13V6.4	cosmoss		2009-06-30 12:41:36	WRKY8	cosmoss|V1.2-5_mapping_Phypa_104466
Pp1s1_162V6.1	cosmoss		2009-06-30 12:41:34	HAM1502	cosmoss|V1.2-5_mapping_Phypa_111033
Pp1s1_162V6.2	cosmoss		2009-06-30 12:41:34	HAM1502	cosmoss|V1.2-5_mapping_Phypa_111033
Pp1s2835_1V6.1	cosmoss		2009-06-30 12:41:34	ABCB22	cosmoss|V1.2-5_mapping_Phypa_8856
Pp1s462_17V6.1	cosmoss		2009-06-30 12:41:32	HAC1502	cosmoss|V1.2-5_mapping_Phypa_52
Pp1s390_4V6.1	cosmoss		2009-06-30 12:41:31	TUE	cosmoss|V1.2-5_mapping_Phypa_99422
Pp1s312_11V6.1	cosmoss		2009-06-30 12:41:28	HDA1510	cosmoss|V1.2-5_mapping_Phypa_150213
Pp1s312_12V6.1	cosmoss		2009-06-30 12:41:28	HDA1510	cosmoss|V1.2-5_mapping_Phypa_150213
Pp1s271_49V6.1	cosmoss		2009-06-30 12:41:27	ARL1A1	cosmoss|V1.2-5_mapping_Phypa_108476
Pp1s213_4V6.1	cosmoss		2009-06-30 12:41:23	CESA10	cosmoss|V1.2-5_mapping_Phypa_169568
Pp1s213_5V6.1	cosmoss		2009-06-30 12:41:23	CESA10	cosmoss|V1.2-5_mapping_Phypa_169568
Pp1s179_27V6.1	cosmoss		2009-06-30 12:41:20	PHOTA2	cosmoss|V1.2-5_mapping_Phypa_89164
Pp1s179_27V6.2	cosmoss		2009-06-30 12:41:20	PHOTA2	cosmoss|V1.2-5_mapping_Phypa_89164
Pp1s179_27V6.3	cosmoss		2009-06-30 12:41:20	PHOTA2	cosmoss|V1.2-5_mapping_Phypa_89164
Pp1s163_69V6.1	cosmoss		2009-06-30 12:41:18	PPMA11	cosmoss|V1.2-5_mapping_Phypa_191533
Pp1s163_70V6.1	cosmoss		2009-06-30 12:41:18	PPMA11	cosmoss|V1.2-5_mapping_Phypa_191533
Pp1s157_53V6.1	cosmoss		2009-06-30 12:41:17	RABA24	cosmoss|V1.2-5_mapping_Phypa_191152
Pp1s142_27V6.1	cosmoss		2009-06-30 12:41:15	ABCC8	cosmoss|V1.2-5_mapping_Phypa_167276
Pp1s117_154V6.1	cosmoss		2009-06-30 12:41:12	HTA1504	cosmoss|V1.2-5_mapping_Phypa_135118
Pp1s115_10V6.1	cosmoss		2009-06-30 12:41:11	WRKY17	cosmoss|V1.2-5_mapping_Phypa_19197
Pp1s89_134V6.1	cosmoss		2009-06-30 12:41:08	ABCG29	cosmoss|V1.2-5_mapping_Phypa_131586
Pp1s81_37V6.1	cosmoss		2009-06-30 12:41:06	RABE12	cosmoss|V1.2-5_mapping_Phypa_212574
Pp1s81_37V6.2	cosmoss		2009-06-30 12:41:06	RABE12	cosmoss|V1.2-5_mapping_Phypa_212574
Pp1s68_123V6.1	cosmoss		2009-06-30 12:41:04	ABCI8	cosmoss|V1.2-5_mapping_Phypa_106270
Pp1s62_133V6.2	cosmoss		2009-06-30 12:41:03	ARL2	cosmoss|V1.2-5_mapping_Phypa_183081
Pp1s55_214V6.1	cosmoss		2009-06-30 12:41:02	SYP61A1	cosmoss|V1.2-5_mapping_Phypa_163422
Pp1s58_129V6.1	cosmoss		2009-06-30 12:41:02	MSCL10	cosmoss|V1.2-5_mapping_Phypa_13238
Pp1s58_205V6.1	cosmoss		2009-06-30 12:41:02	CHB1502	cosmoss|V1.2-5_mapping_Phypa_163618
Pp1s36_257V6.1	cosmoss		2009-06-30 12:40:58	ABCG18	cosmoss|V1.2-5_mapping_Phypa_121512
Pp1s34_212V6.1	cosmoss		2009-06-30 12:40:57	CHR1537	cosmoss|V1.2-5_mapping_Phypa_71851
